,date,sign,lemm_tokens
1844,2021-06-03,capricorn,"['порог', 'серьёзный', 'перемена', 'поэтому', 'наблюдать', 'происходить', 'пытаться', 'воспользоваться', 'возможность', 'который', 'подкидывать', 'судьба', 'также', 'полезно', 'день', 'работать', 'пот', 'лицо', 'сегодня', 'мочь', 'показать', 'начальство', 'свой', 'профессионализм', 'продвинуться', 'служебный', 'лестница', 'делать', 'выбор', 'учитывать', 'чужое', 'мнение', 'мочь', 'подсказать', 'верный', 'решение']"
1845,2021-06-03,aquarius,"['настраиваться', 'позитивный', 'доводить', 'конфликт', 'маленький', 'разногласие', 'сегодня', 'многие', 'человек', 'настроить', 'воинственно', 'стоить', 'осторожный', 'общаться', 'полезно', 'день', 'обращать', 'внимание', 'новость', 'информация', 'целое', 'очень', 'многие', 'факт', 'который', 'открыться', 'мочь', 'повлиять', 'ваш', 'будущее', 'также', 'звезда', 'советовать', 'навести', 'порядок', 'дело', 'дом', 'уют', 'помочь', 'быстро', 'верно', 'мыслить']"
1846,2021-06-03,pisces,"['каждый', 'ситуация', 'разговор', 'действие', 'сегодня', 'иметь', 'огромный', 'влияние', 'ваш', 'будущее', 'казаться', 'поэтому', 'быть', 'осторожный', 'слово', 'поступок', 'мочь', 'притянуть', 'конфликт', 'негативный', 'энергия', 'ваш', 'жизнь', 'дело', 'чтоть', 'сдвинуться', 'мёртвый', 'точка', 'запустить', 'изменение', 'несколько', 'месяц', 'вперёд', 'постараться', 'помочь', 'этот', 'развиваться', 'позитивный', 'ключ']"
1847,2021-06-04,aries,"['отличный', 'день', 'впечатлить', 'коготь', 'свой', 'талант', 'прорекламировать', 'возможность', 'стоить', 'скромничать', 'стесняться', 'заслуживать', 'признание', 'поддержка', 'новый', 'предложение', 'также', 'сегодня', 'быть', 'проявлять', 'свой', 'эмоция', 'яркий', 'нарваться', 'негатив', 'стоить', 'контролировать', 'свой', 'слово', 'действие', 'некоторый', 'решение', 'мочь', 'перевернуть', 'ваш', 'жизнь', 'нога', 'голова', 'поэтому', 'очень', 'важно', 'подходить', 'ответственно', 'продумывать', 'вариант']"
1848,2021-06-04,gemini,"['звезда', 'советовать', 'день', 'работать', 'коллективно', 'ктоть', 'вести', 'нечестный', 'игра', 'плести', 'интрига', 'ваш', 'спина', 'рассчитывать', 'свой', 'сила', 'работать', 'комфортный', 'среда', 'также', 'стоить', 'слушать', 'другой', 'человек', 'ориентироваться', 'свой', 'чувство', 'желание', 'отвлекаться', 'новость', 'обязательно', 'фильтровать', 'информация', 'вечером', 'стоить', 'отдохнуть', 'одиночество']"
1849,2021-06-04,taurus,"['сегодня', 'ваш', 'план', 'разбиться', 'обстоятельство', 'крайне', 'важно', 'сохранять', 'спокойствие', 'возможно', 'идти', 'хороший', 'поздний', 'это', 'почувствовать', 'понять', 'стоить', 'сидеть', 'место', 'ждать', 'перемена', 'активно', 'участвовать', 'пытаться', 'предпринять', 'чтоть', 'это', 'время', 'также', 'звезда', 'подготовить', 'сюрприз', 'прийтись', 'подгадать', 'момент', 'воспользоваться', 'шанс', 'который', 'выпасть']"
1850,2021-06-04,cancer,"['сегодня', 'очень', 'многие', 'дело', 'быть', 'идти', 'масло', 'стоить', 'заострять', 'чемтый', 'внимание', 'постараться', 'работать', 'режим', 'многозадачность', 'стоить', 'делать', 'поспешный', 'вывод', 'частый', 'советоваться', 'человек', 'тот', 'иной', 'вопрос', 'совершить', 'ошибка', 'который', 'сложно', 'исправить', 'возможно', 'некоторый', 'разногласие', 'конфликт', 'открыть', 'глаз', 'человек', 'какиеть', 'событие', 'это', 'хороший']"
1851,2021-06-04,leo,"['заряжаться', 'позитив', 'сегодня', 'прийтись', 'делиться', 'окружающий', 'обязательно', 'поддерживать', 'тот', 'нуждаться', 'помогать', 'трудный', 'минута', 'это', 'зачесться', 'тяжёлый', 'момент', 'протянуть', 'рука', 'помощь', 'быть', 'осторожный', 'тот', 'добиваться', 'ваш', 'внимание', 'пытаться', 'навязать', 'свой', 'мнение', 'возможно', 'корыстный', 'мотив']"
1852,2021-06-04,virgo,"['хороший', 'время', 'перемена', 'поэтому', 'стоить', 'притягивать', 'жизнь', 'стоить', 'знакомиться', 'человек', 'возможно', 'ктоть', 'захотеть', 'обмануть', 'вообще', 'сегодня', 'стоить', 'осторожный', 'это', 'должный', 'мешать', 'смотреть', 'мир', 'позитивный', 'наслаждаться', 'жизнь', 'также', 'запрет', 'серьёзный', 'покупка', 'скорее', 'потратить', 'очень', 'деньга', 'зря']"
1853,2021-06-04,libra,"['стоить', 'хвататься', 'сразу', 'решать', 'проблема', 'мера', 'поступление', 'заниматься', 'задача', 'мера', 'сила', 'полезно', 'сегодня', 'наводить', 'порядок', 'дело', 'раскладывать', 'мысль', 'идея', 'полочка', 'целое', 'это', 'отличный', 'день', 'который', 'крупно', 'везти', 'главное', 'подстраиваться', 'обстоятельство', 'упускать', 'шанс', 'который', 'посылать', 'звезда']"
1854,2021-06-04,scorpio,"['сегодня', 'близкий', 'любимый', 'быть', 'приходить', 'свой', 'проблема', 'очень', 'важно', 'выслушать', 'посочувствовать', 'помочь', 'совет', 'возможно', 'будущее', 'поддержать', 'сложный', 'момент', 'полезно', 'день', 'присматриваться', 'знак', 'который', 'посылать', 'звезда', 'пытаться', 'разгадать', 'также', 'день', 'стоить', 'экспериментировать', 'рисковать', 'это', 'привести', 'успех']"
1855,2021-06-04,sagittarius,"['ваш', 'дар', 'дипломатия', 'сегодня', 'погасить', 'любой', 'конфликт', 'помочь', 'договориться', 'самый', 'сложный', 'собеседник', 'также', 'яркий', 'день', 'неожиданный', 'момент', 'который', 'стоить', 'действовать', 'активно', 'пытаться', 'переманить', 'сторона', 'коготь', 'воспользоваться', 'шанс', 'поэтому', 'настраиваться', 'позитивный', 'быть', 'активный', 'вплоть', 'вечер', 'полезно', 'акцентировать', 'внимание', 'один', 'задача', 'дело', 'успеть', 'чтоть']"
1856,2021-06-04,capricorn,"['обязательно', 'браться', 'чтоть', 'новый', 'сегодня', 'крупно', 'повезти', 'также', 'полезно', 'рисковать', 'выбирать', 'альтернативный', 'вариант', 'стоить', 'бояться', 'это', 'любой', 'случай', 'навредить', 'день', 'чувствовать', 'прилив', 'сила', 'тонус', 'стоить', 'повременить', 'эксперимент', 'новаторство', 'расстраиваться', 'переживать', 'стоить', 'завтра', 'проблема', 'уйти', 'ваш', 'жизнь']"
1857,2021-06-04,aquarius,"['очень', 'внимательно', 'следить', 'свой', 'самочувствие', 'сегодня', 'мочь', 'простыть', 'подцепить', 'какуюлибо', 'зараза', 'казаться', 'здоровый', 'постараться', 'маленький', 'общаться', 'человек', 'находиться', 'дом', 'также', 'полезно', 'день', 'работать', 'коллектив', 'обязательно', 'подсказать', 'поддержать', 'трудный', 'ситуация', 'это', 'означать', 'нужно', 'отказываться', 'свой', 'дело', 'просто', 'попытаться', 'балансировать']"
1858,2021-06-04,pisces,"['возможно', 'сегодня', 'ктоть', 'везти', 'нечестный', 'игра', 'манипулировать', 'вы', 'ваш', 'чувство', 'обманывать', 'поэтому', 'маленький', 'доверять', 'маленький', 'общаться', 'минимизировать', 'влияние', 'другой', 'также', 'день', 'мочь', 'прийти', 'головокружительный', 'идея', 'стоить', 'записать', 'будущее', 'реализовать', 'кроме', 'мочь', 'сделать', 'сомнительный', 'предложение', 'стоить', 'согласиться', 'оно', 'принести', 'хороший', 'деньга']"
1859,2021-06-05,aries,"['идти', 'навстречу', 'свой', 'цель', 'сворачивать', 'смочь', 'добиться', 'больший', 'перспектива', 'сегодня', 'приложить', 'максимум', 'усилие', 'стоить', 'перекладывать', 'важный', 'разговор', 'выяснение', 'отношение', 'день', 'испортить', 'это', 'ситуация', 'высказать', 'свой', 'чувство', 'быть', 'дружелюбный', 'мягкий', 'попытаться', 'прийти', 'компромисс', 'звезда', 'помочь', 'найти']"
1860,2021-06-05,gemini,"['устать', 'постоянный', 'общение', 'хотеть', 'провести', 'время', 'одиночество', 'окружающий', 'быть', 'против', 'весь', 'нужный', 'ваш', 'совет', 'помощь', 'поддержка', 'план', 'сегодня', 'вряд', 'исполниться', 'наполовину', 'информация', 'литься', 'река', 'путать', 'ваш', 'мысль', 'непростой', 'день', 'давать', 'время', 'отдых', 'выдохнуть', 'разложить', 'полочка']"
1861,2021-06-05,taurus,"['хотеть', 'общаться', 'весело', 'проводить', 'время', 'некоторый', 'человек', 'давать', 'возможность', 'сохранять', 'позитивный', 'настрой', 'разом', 'разочаровывать', 'негатив', 'литься', 'река', 'главное', 'постараться', 'понять', 'дело', 'общаться', 'тот', 'человек', 'который', 'уверить', 'который', 'заряжать', 'положительный', 'эмоция', 'также', 'звезда', 'советовать', 'снизить', 'ожидание', 'день', 'вряд', 'пройти', 'планировать']"
1862,2021-06-05,cancer,"['каждый', 'ошибка', 'сегодня', 'фатальный', 'поэтому', 'день', 'очень', 'важно', 'просчитывать', 'наперёд', 'принимать', 'верный', 'решение', 'также', 'звезда', 'советовать', 'день', 'отстаивать', 'свой', 'мнение', 'личный', 'граница', 'заступать', 'граница', 'другой', 'человек', 'настроение', 'скакать', 'давать', 'действовать', 'спокойно', 'рассудительно', 'пиковый', 'негативный', 'момент', 'постараться', 'считать', 'десять']"
1863,2021-06-05,leo,"['информация', 'обсуждение', 'сегодня', 'закружиться', 'голова', 'это', 'приятный', 'чувство', 'который', 'поднять', 'настроение', 'сторона', 'день', 'помощь', 'общение', 'мочь', 'втянуть', 'нечестный', 'игра', 'закрутить', 'интрига', 'ваш', 'спина', 'поэтому', 'быть', 'выборочный', 'контакт', 'разговаривать', 'тот', 'человек', 'который', 'плохо', 'знать', 'работа', 'полезно', 'включать', 'интуиция', 'находчивость', 'закончить', 'задача', 'успешно']"
1864,2021-06-05,virgo,"['сегодня', 'нелёгкий', 'день', 'прийтись', 'решать', 'проблема', 'разом', 'весь', 'справиться', 'быть', 'смело', 'отвечать', 'вызов', 'вселенная', 'возможно', 'хаос', 'сложно', 'сориентироваться', 'сдержать', 'свой', 'эмоция', 'поэтому', 'стараться', 'время', 'проводить', 'одиночество', 'испортить', 'отношение', 'кемлибо', 'время', 'мочь', 'встретить', 'человек', 'который', 'радость', 'помочь', 'справиться', 'неприятность']"
1865,2021-06-05,libra,"['хватить', 'танцевать', 'грабли', 'звезда', 'советовать', 'день', 'навсегда', 'расправиться', 'проблема', 'который', 'постоянно', 'выскакивать', 'ваш', 'жизнь', 'принимать', 'быстрый', 'решение', 'день', 'стоить', 'мочь', 'сделать', 'фатальный', 'ошибка', 'вообще', 'сегодня', 'очень', 'беспокойный', 'сложный', 'день', 'который', 'должный', 'сохранять', 'ясность', 'ум', 'призывать', 'другой', 'человек', 'здравомыслие']"
1866,2021-06-05,scorpio,"['обстоятельство', 'мочь', 'испортить', 'отношение', 'близкий', 'любимый', 'поэтому', 'стараться', 'дружелюбный', 'разжигать', 'конфликт', 'чувствовать', 'накатывать', 'негатив', 'посчитать', 'десять', 'это', 'помочь', 'сдержать', 'эмоция', 'вообще', 'звезда', 'советовать', 'день', 'акцентировать', 'внимание', 'творчество', 'это', 'зарядить', 'позитивный', 'эмоция', 'снять', 'стресс']"
1867,2021-06-05,sagittarius,"['очень', 'важно', 'сегодня', 'контролировать', 'вокруг', 'огромный', 'значение', 'иметь', 'вокруг', 'слово', 'действие', 'мысль', 'ктоть', 'день', 'помочь', 'выбрать', 'правильный', 'путь', 'принять', 'верный', 'решение', 'также', 'звезда', 'советовать', 'работать', 'брать', 'дело', 'мочь', 'справиться', 'частый', 'отдыхать', 'вспомнить', 'это', 'выходной', 'день']"
1868,2021-06-05,capricorn,"['отличный', 'день', 'прибраться', 'дом', 'голова', 'постараться', 'сегодня', 'работать', 'рука', 'это', 'помочь', 'расслабиться', 'снять', 'стресс', 'также', 'мочь', 'найти', 'решение', 'особо', 'сложный', 'проблема', 'понять', 'какой', 'направление', 'стоить', 'двигаться', 'далёкий', 'возможно', 'показаться', 'идти', 'плохо', 'некоторый', 'время', 'туча', 'рассеяться', 'позитив', 'прийти', 'ваш', 'жизнь']"
1869,2021-06-05,aquarius,"['сегодня', 'смочь', 'отдохнуть', 'расслабиться', 'диван', 'прийтись', 'активно', 'общаться', 'гулять', 'смеяться', 'вообще', 'день', 'окружающий', 'быть', 'биться', 'ваш', 'внимание', 'прийтись', 'выделить', 'время', 'внимание', 'каждый', 'также', 'звезда', 'советовать', 'день', 'решать', 'сложный', 'проблема', 'отказываться', 'переговоры', 'самый', 'хороший', 'время']"
1870,2021-06-05,pisces,"['сегодня', 'захотеться', 'взять', 'дополнительный', 'задача', 'решать', 'дело', 'планироваться', 'изначально', 'это', 'привести', 'тот', 'успеть', 'закончить', 'половина', 'дело', 'день', 'проблема', 'мочь', 'образовываться', 'пустой', 'место', 'решать', 'очень', 'сложно', 'работать', 'перспектива', 'браться', 'принести', 'хороший', 'деньга', 'будущее']"
1871,2021-06-06,aries,"['ваш', 'жизнь', 'переворачиваться', 'нога', 'голова', 'успевать', 'среагировать', 'постараться', 'частый', 'уступать', 'искать', 'компромисс', 'общение', 'близкий', 'дорога', 'отношение', 'это', 'рецепт', 'успех', 'такой', 'непонятный', 'сложный', 'время', 'также', 'полезно', 'искать', 'подработка', 'иной', 'источник', 'доход', 'повезти', 'обязательно', 'найти', 'чтоть', 'стоящий']"
1872,2021-06-06,gemini,"['первый', 'половина', 'день', 'тот', 'захотеть', 'причинить', 'польза', 'хотеть', 'иметь', 'значение', 'критический', 'замечание', 'сегодня', 'быть', 'злить', 'попытаться', 'весь', 'возможный', 'способ', 'отстоять', 'свой', 'мнение', 'быть', 'осторожный', 'такой', 'образ', 'мочь', 'разжечь', 'конфликт', 'который', 'сложно', 'потушить', 'последствие', 'забыть']"
1873,2021-06-06,taurus,"['важный', 'дело', 'браться', 'первый', 'половина', 'день', 'положительный', 'тенденция', 'возрастать', 'вечером', 'заняться', 'генеральный', 'уборка', 'порядок', 'дом', 'помочь', 'навести', 'порядок', 'голова', 'также', 'звезда', 'советовать', 'сегодня', 'сконцентрироваться', 'тот', 'дело', 'который', 'приносить', 'удовольствие', 'мочь', 'отложить', 'некоторый', 'хлопоты', 'дом', 'заняться', 'нравиться']"
1874,2021-06-06,cancer,"['прибавить', 'звук', 'внутренний', 'голос', 'сегодня', 'помочь', 'добиться', 'хотеть', 'сидеть', 'место', 'стоить', 'активный', 'общаться', 'человек', 'действовать', 'видеть', 'возможность', 'свой', 'поступок', 'объяснять', 'стоить', 'окружающий', 'вряд', 'понять', 'потратить', 'время', 'пустой', 'также', 'звезда', 'советовать', 'уделять', 'внимание', 'близкие', 'любимый', 'соскучиться']"
1875,2021-06-06,leo,"['бояться', 'браться', 'сегодня', 'чтоть', 'новенький', 'скорее', 'именно', 'это', 'выстрелить', 'близкий', 'время', 'помочь', 'обогатиться', 'полезно', 'также', 'искать', 'альтернативный', 'вариант', 'решение', 'проблема', 'смотреть', 'задача', 'призма', 'креатив', 'это', 'помочь', 'впечатлить', 'окружающий', 'вечер', 'провести', 'круг', 'близкий', 'любимый', 'поговорить', 'будущее', 'подумать', 'совместный', 'план']"
1876,2021-06-06,virgo,"['стесняться', 'сегодня', 'поговорить', 'свой', 'талант', 'возможность', 'план', 'мочь', 'впечатлить', 'окружение', 'найти', 'единомышленник', 'получить', 'интересный', 'предложение', 'также', 'именно', 'день', 'мочь', 'пойти', 'прошлый', 'план', 'осуществление', 'который', 'возможно', 'браться', 'никак', 'мочь', 'добиться', 'успех', 'признание']"
1877,2021-06-06,libra,"['сегодня', 'звезда', 'уготовить', 'масса', 'проблема', 'смочь', 'справиться', 'весь', 'быть', 'подходить', 'решение', 'холодный', 'голова', 'стоить', 'помнить', 'неделя', 'очень', 'многие', 'неприятность', 'быть', 'волновать', 'день', 'положительный', 'сторона', 'обязательно', 'встретиться', 'интересный', 'человек', 'который', 'мочь', 'стать', 'ваш', 'хороший', 'друг', 'новый', 'любовь']"
1878,2021-06-06,scorpio,"['начать', 'день', 'расстановка', 'приоритет', 'очень', 'важно', 'выделить', 'иметь', 'большой', 'значение', 'заняться', 'это', 'отвлекаться', 'мелочь', 'разговор', 'иначе', 'рисковать', 'успеть', 'день', 'стоить', 'игнорировать', 'чьитый', 'добрый', 'совет', 'мочь', 'помочь', 'сделать', 'правильный', 'выбор', 'также', 'полезно', 'день', 'радовать', 'покупка', 'экономить', 'купить', 'чтоть', 'дорогой']"
1879,2021-06-06,sagittarius,"['браться', 'сложный', 'дело', 'который', 'прежде', 'пугать', 'сегодня', 'пойти', 'масло', 'решение', 'нелёгкий', 'проблема', 'пригодиться', 'прошлый', 'опыт', 'совет', 'окружающий', 'игнорировать', 'тот', 'пытаться', 'помочь', 'быть', 'день', 'смелый', 'удача', 'обязательно', 'улыбнуться', 'делать', 'покупка', 'нежелательно', 'мочь', 'потратить', 'деньга', 'вещь', 'который', 'быстро', 'выйти', 'строй']"
1880,2021-06-06,capricorn,"['первый', 'половина', 'день', 'хороший', 'время', 'заняться', 'чемтый', 'сложный', 'серьёзный', 'звезда', 'обязательно', 'помочь', 'решить', 'свой', 'проблема', 'провести', 'важный', 'переговоры', 'быстро', 'легко', 'также', 'полезно', 'день', 'браться', 'план', 'который', 'давно', 'мочь', 'превратить', 'жизнь', 'сегодня', 'улыбнуться', 'удача', 'наконецтый', 'смочь', 'осуществить', 'задумать']"
1881,2021-06-06,aquarius,"['отличный', 'день', 'порадовать', 'важный', 'дорогой', 'покупка', 'бытовой', 'техника', 'украшение', 'иметь', 'значение', 'купить', 'абсолютно', 'поднять', 'настроение', 'неделя', 'вперёд', 'радовать', 'несколько', 'год', 'также', 'полезно', 'воплощать', 'новый', 'идея', 'жизнь', 'прежде', 'получаться', 'осуществить', 'задумать', 'сегодня', 'удача', 'улыбнуться']"
1882,2021-06-06,pisces,"['расслабиться', 'перестать', 'нервничать', 'пустяк', 'завтра', 'проблема', 'быть', 'волновать', 'намного', 'маленький', 'поэтому', 'тратить', 'нервный', 'клетка', 'зря', 'сегодня', 'захотеться', 'общаться', 'многий', 'человек', 'быть', 'понимать', 'объяснять', 'чтоть', 'бессмысленный', 'затея', 'ваш', 'идея', 'равно', 'смочь', 'оценить', 'достоинство', 'плюс', 'мочь', 'подтолкнуть', 'коготь', 'интересный', 'решение']"
1883,2021-06-07,aries,"['разгрузить', 'рабочий', 'день', 'голова', 'организм', 'нужно', 'расслабиться', 'очиститься', 'ненужный', 'поэтому', 'засорять', 'мозг', 'тонна', 'новость', 'тело', 'обилие', 'здоровый', 'пища', 'проявлять', 'внимание', 'забота', 'помогать', 'нуждаться', 'относиться', 'к', 'весь', 'позитивный', 'подобрый', 'звезда', 'обязательно', 'оценить', 'это', 'будущее', 'помочь', 'сложный', 'ситуация']"
1884,2021-06-07,gemini,"['показать', 'близкие', 'они', 'дорожить', 'хватать', 'ваш', 'внимание', 'также', 'звезда', 'советовать', 'сегодня', 'наводить', 'порядок', 'дом', 'рабочий', 'место', 'это', 'поднять', 'ваш', 'настроение', 'результативность', 'притянуть', 'перемена', 'ваш', 'личный', 'профессиональный', 'жизнь', 'стоить', 'ввязываться', 'конфликт', 'поздний', 'мочь', 'пожалеть', 'сказать', 'говорить', 'позитивный', 'тема', 'частый', 'радовать', 'оппонент', 'комплимент']"
1885,2021-06-07,taurus,"['сегодня', 'раздувать', 'каждый', 'муха', 'слон', 'пустой', 'место', 'постараться', 'сбавить', 'оборот', 'иначе', 'прийтись', 'решать', 'немало', 'конфликт', 'следующий', 'несколько', 'неделя', 'эмоциональный', 'фон', 'окружающий', 'подстёгивать', 'закатить', 'скандал', 'стоить', 'держать', 'рука', 'настраиваться', 'позитив', 'терпеть', 'прийтись', 'день', 'завтра', 'туча', 'рассеяться', 'наступить', 'спокойный', 'время']"
1886,2021-06-07,cancer,"['плыть', 'течение', 'барахтаться', 'прибить', 'берег', 'успех', 'быть', 'мешать', 'звезда', 'вести', 'ваш', 'жизнь', 'правильный', 'направление', 'мочь', 'разозлить', 'отпугнуть', 'удача', 'стоить', 'вмешиваться', 'дело', 'другой', 'человек', 'вряд', 'смочь', 'помочь', 'испортить', 'отношение', 'очень', 'легко', 'случай', 'попытаться', 'расслабиться', 'наслаждаться', 'каждый', 'минута', 'день', 'предпринимать', 'какихлибо', 'действие']"
1887,2021-06-07,leo,"['настроение', 'сегодня', 'двигать', 'гора', 'воспользоваться', 'правильно', 'направить', 'рабочий', 'русло', 'иначе', 'день', 'ваш', 'энергия', 'пройти', 'совершенно', 'зря', 'быть', 'приходить', 'положительный', 'новость', 'который', 'лишь', 'вдохновить', 'подтолкнуть', 'великий', 'дело', 'постараться', 'видеть', 'выгода', 'негативный', 'ситуация', 'обеспечить', 'позитивный', 'вечер']"
1888,2021-06-07,virgo,"['сегодня', 'осуществить', 'заветный', 'мечта', 'бежать', 'вслед', 'нога', 'бояться', 'активный', 'брать', 'бык', 'рог', 'смочь', 'выполнить', 'свой', 'заветный', 'желание', 'также', 'полезно', 'рекламировать', 'свой', 'талант', 'мочь', 'заметить', 'авторитетный', 'человек', 'вечером', 'вместо', 'отдых', 'звезда', 'советовать', 'навести', 'порядок', 'дом', 'это', 'помочь', 'разложить', 'полочка', 'мысль', 'голова']"
1889,2021-06-07,libra,"['пора', 'найти', 'ответ', 'вопрос', 'искать', 'подсказка', 'мимика', 'человек', 'подтекст', 'знак', 'бояться', 'интерпретировать', 'звезда', 'подсказать', 'именно', 'это', 'сделать', 'правильно', 'работа', 'сегодня', 'непросто', 'облегчить', 'день', 'стараться', 'частый', 'общаться', 'коллега', 'партнёр', 'делиться', 'мнение', 'обговаривать', 'план', 'думать', 'будущее', 'коллектив']"
1890,2021-06-07,scorpio,"['быть', 'активный', 'целеустремлённый', 'откровенный', 'деньга', 'политься', 'река', 'сторона', 'также', 'это', 'позволить', 'услышать', 'чужое', 'мнение', 'свой', 'работа', 'возможно', 'оно', 'натолкнуть', 'корректировка', 'ваш', 'план', 'также', 'звезда', 'советовать', 'заняться', 'свой', 'внешний', 'вид', 'полезно', 'пробежаться', 'магазин', 'обновить', 'гардероб', 'сделать', 'новый', 'причёска', 'выбрать', 'новый', 'майкап']"
1891,2021-06-07,sagittarius,"['включать', 'интуиция', 'полный', 'мощность', 'сегодня', 'давать', 'полезный', 'совет', 'денежный', 'вопрос', 'подсказать', 'какой', 'образ', 'манетизировать', 'свой', 'хобби', 'дело', 'который', 'приносить', 'радость', 'согласиться', 'приятный', 'дополнение', 'также', 'день', 'поступить', 'неплохой', 'деловой', 'предложение', 'бояться', 'сказать', '«да»', 'будущее', 'оно', 'принести', 'хороший', 'деньга']"
1892,2021-06-07,capricorn,"['отличный', 'день', 'начать', 'чтоть', 'новый', 'интересный', 'также', 'полезно', 'увеличить', 'громкость', 'внутренний', 'голос', 'сегодня', 'подсказывать', 'верный', 'направление', 'отвечать', 'самый', 'сложный', 'вопрос', 'полезно', 'день', 'говорить', 'человек', 'отношение', 'который', 'испортиться', 'давно', 'мочь', 'прийти', 'компромисс', 'начать', 'новый', 'глава', 'ваш', 'отношение']"
1893,2021-06-07,aquarius,"['вставать', 'ранний', 'начинать', 'покорять', 'карьерный', 'вершина', 'влюблять', 'самый', 'интересный', 'человек', 'сегодня', 'ваш', 'утро', 'выдаться', 'невероятно', 'удачный', 'близкий', 'вечер', 'тенденция', 'смениться', 'стать', 'сложный', 'продвигаться', 'дело', 'общение', 'постараться', 'контролировать', 'вокруг', 'молниеносно', 'реагировать', 'обстоятельство', 'давить', 'близкий', 'любимый', 'человек']"
1894,2021-06-07,pisces,"['отличный', 'день', 'максимально', 'расслабиться', 'отдохнуть', 'полный', 'рабочий', 'личный', 'дело', 'сегодня', 'быть', 'очень', 'сложно', 'двигать', 'вперёд', 'некоторый', 'оказаться', 'вовсе', 'зуб', 'поэтому', 'стоить', 'лишний', 'напрягаться', 'сверх', 'норма', 'браться', 'сложный', 'задача', 'стараться', 'довести', 'дело', 'логический', 'конец', 'это', 'лишь', 'отнять', 'ваш', 'время', 'сила', 'конечный', 'итог', 'дать']"
1895,2021-06-08,aries,"['день', 'провести', 'гордый', 'одиночество', 'хотеть', 'быстрый', 'расправиться', 'дело', 'знакомый', 'незнакомец', 'быть', 'отвлекать', 'действительно', 'важный', 'задача', 'избежать', 'общение', 'получаться', 'постараться', 'дружелюбный', 'настаивать', 'свой', 'иначе', 'мочь', 'разругаться', 'оппонент', 'пух', 'прах', 'также', 'полезно', 'сегодня', 'планировать', 'будущее', 'размышлять', 'былой']"
1896,2021-06-08,gemini,"['сегодня', 'стоить', 'задать', 'важный', 'вопрос', 'совпадать', 'ваш', 'желание', 'возможность', 'ответ', 'положительный', 'скорее', 'добиваться', 'свой', 'звезда', 'день', 'поддерживать', 'отдыхать', 'рекомендоваться', 'заняться', 'важный', 'дело', 'эмоция', 'сегодня', 'мочь', 'испортить', 'отношение', 'карьера', 'поэтому', 'сложный', 'момент', 'считать', 'десять', 'взорваться', 'ярость']"
1897,2021-06-08,taurus,"['звезда', 'советовать', 'сегодня', 'маленький', 'общаться', 'диалог', 'быть', 'клеиться', 'собеседник', 'мочь', 'настроить', 'негативно', 'также', 'полезно', 'сегодня', 'оценить', 'проделать', 'путь', 'наметить', 'план', 'будущее', 'это', 'помочь', 'тревожиться', 'пустяк', 'двигаться', 'вперёд', 'быстрый', 'избегать', 'иллюзия', 'очень', 'важно', 'смотреть', 'жизнь', 'свой', 'возможность', 'трезво']"
1898,2021-06-08,cancer,"['усложнять', 'жизнь', 'обещание', 'откладывание', 'дело', 'близкий', 'будущее', 'маленький', 'говорить', 'решать', 'проблема', 'сразу', 'личный', 'фронт', 'сложно', 'осторожный', 'высказывать', 'свой', 'мнение', 'расстроить', 'партнёр', 'испортить', 'отношение', 'полезно', 'заниматься', 'новый', 'дело', 'сегодня', 'это', 'получаться', 'также', 'звезда', 'советовать', 'частый', 'отдыхать', 'перегрузить', 'свой', 'организм']"
1899,2021-06-08,leo,"['сегодня', 'нужно', 'везде', 'всюду', 'поэтому', 'стоить', 'организовать', 'встреча', 'мероприятие', 'смочь', 'познакомиться', 'нужный', 'человек', 'получить', 'заманчивый', 'предложение', 'личный', 'фронт', 'стоить', 'изворотливый', 'высматривать', 'возможность', 'обстоятельство', 'главное', 'день', 'настраиваться', 'оптимистично', 'какиеть', 'проблема', 'дать', 'выдохнуть', 'терять', 'энтузиазм']"
1900,2021-06-08,virgo,"['сегодня', 'занимать', 'смелость', 'страшно', 'идти', 'вперёд', 'сметать', 'преграда', 'путь', 'знакомиться', 'авторитетный', 'человек', 'говорить', 'начальство', 'воспользоваться', 'это', 'момент', 'продвинуться', 'карьерный', 'лестница', 'также', 'полезно', 'день', 'думать', 'будущее', 'стоить', 'план', 'кстати', 'активно', 'действовать', 'притягивать', 'перемена', 'жизнь']"
1901,2021-06-08,libra,"['сегодня', 'жирно', 'повезти', 'особо', 'смелый', 'решительный', 'главное', 'пропустить', 'возможность', 'который', 'подкидывать', 'судьба', 'также', 'день', 'закружиться', 'голова', 'лавина', 'эмоция', 'сложно', 'контролировать', 'мочь', 'очень', 'быстро', 'испортить', 'отношение', 'близкий', 'дорогой', 'человек', 'поэтому', 'отдалиться', 'избегать', 'какихлибо', 'контакт']"
1902,2021-06-08,scorpio,"['сегодня', 'мочь', 'познакомиться', 'любовь', 'весь', 'свой', 'жизнь', 'поэтому', 'смело', 'знакомиться', 'флиртовать', 'работать', 'день', 'гордый', 'одиночество', 'отвлекать', 'действительно', 'важный', 'дело', 'внимание', 'стоить', 'уделить', 'деталь', 'мочь', 'либо', 'украсить', 'либо', 'испортить', 'ваш', 'проект', 'вредный', 'разбрасываться', 'слово', 'очень', 'больно', 'ранить', 'близкий', 'человек']"
